PK_LAB_RESULT_ITEM_ID,obo
4857690,CHEBI:33298
4857772,CHEBI:68641
4857787,CHEBI:7640
4857801,CHEBI:15379
4857860,CHEBI:17381
4857889,CHEBI:8069
4857908,CHEBI:25806
4857911,CHEBI:17381
4857941,CHEBI:36080
4857968,CHEBI:17833
4858039,CHEBI:35143
4858046,CHEBI:15347
4858107,CHEBI:27563
4858148,CHEBI:16990
4858188,CHEBI:102524
4858266,CHEBI:16113
4858277,PR:000029971
4858371,CHEBI:4710
4858416,CHEBI:33568
4858513,CHEBI:17234
4858535,CHEBI:47775
4858655,CHEBI:17087
4858661,CHEBI:28358
4858668,PR:000050326
4858669,PR:000050367
4858722,CHEBI:17790
4858760,CHEBI:57589
4858787,CHEBI:7640
4858800,CHEBI:15379
4858801,CHEBI:15379
4858885,CHEBI:15379
4858908,CHEBI:15379
4858911,CHEBI:17381
4858935,CHEBI:8428
4858963,CHEBI:22985
4858968,CHEBI:2637
4859006,CHEBI:17933
4859069,PR:000003918
4859079,CHEBI:2637
4859080,CHEBI:2666
4859146,CHEBI:3077
4859148,CHEBI:16990
4859200,CHEBI:22985
4859201,CHEBI:22985
4859206,CHEBI:3387
4859209,CHEBI:17126
4859265,CHEBI:16113
4859267,CHEBI:23237
4859284,CHEBI:16526
4859306,CHEBI:28694
4859363,CHEBI:4551
4859446,CHEBI:82594
4859456,CHEBI:15379
4859468,CHEBI:39867
4859512,CHEBI:17234
4859513,CHEBI:17234
